55.751432,37.716621,14
55.706634,37.657008,8
55.68766,37.573339,2
55.752075,37.609308,0
55.8078,37.638737,4
55.63349,37.765678,0
55.898376,37.587344,6
55.583657,37.596812,0
55.752516,37.604116,0
55.800261,37.53287,8
55.869794,37.664581,12
55.743801,37.497863,0
55.760818,37.58128,0
55.772406,37.679035,15
55.773505,37.545518,5
55.77717,37.586194,15
55.642357,37.526115,10
55.883868,37.603011,7
55.752501,37.611482,0
55.601188,37.555328,0
55.633587,37.743831,5
55.750454,37.609254,0
55.844597,37.637811,0
55.65946,37.750514,7
55.545207,37.542329,0
55.569667,37.577346,0
55.814264,37.735117,0
55.537964,37.515919,0
55.653294,37.619522,11
55.821401,37.64109,5
55.847922,37.590282,0
55.840209,37.486616,9
55.818923,37.497791,6
55.7249,37.687102,0
55.690446,37.754314,0
55.835508,37.382034,2
55.710438,37.559317,0
55.749547,37.543021,2
55.715682,37.817969,4
55.748843,37.542671,0
55.789704,37.558212,18
55.807881,37.580831,19
55.729012,37.622711,4
55.610697,37.717905,11
55.781484,37.614716,0
55.71807,37.676259,10
55.684539,37.855123,8
55.612329,37.745205,0
55.787746,37.78138,4
55.656682,37.540075,1
55.636107,37.656218,14
55.653177,37.598232,1
55.655432,37.649256,4
55.744596,37.567545,2
55.756498,37.631326,6
55.70632,37.68571,4
55.677423,37.663719,10
55.775672,37.654772,8
55.633658,37.520024,7
55.613717,37.746355,0
55.760211,37.577211,4
55.779849,37.666072,12
55.768795,37.648888,3
55.732464,37.664788,0
55.745068,37.603487,0
55.756842,37.408139,4
55.761598,37.62378,1
55.705417,37.765902,4
55.730877,37.446874,1
55.758463,37.660287,6
55.740178,37.534236,3
55.707689,37.586239,15
55.701765,37.852275,0
55.581968,37.57731,0
55.759162,37.627346,1
55.676265,37.762003,16
55.740993,37.656802,10
55.793723,37.61618,0
55.649368,37.744118,10
55.769808,37.596192,1
55.887473,37.661527,12
55.74864,37.533041,0
55.781788,37.598735,0
55.846098,37.36122,21
55.741004,37.416386,4
55.82399,37.384747,0
55.683676,37.623061,4
55.672854,37.610745,1
55.662379,37.605274,0
55.751675,37.817295,11
55.745113,37.864052,1
55.742276,37.629125,0
55.779565,37.601421,18
55.601833,37.553442,0
55.670077,37.554493,1
55.731257,37.612766,16
55.793581,37.493317,9
55.61269,37.695214,15
55.863384,37.604843,7
55.756523,37.615327,7
55.731536,37.636329,10
55.736077,37.595061,2
55.736164,37.516925,4
55.788424,37.749265,2
55.794376,37.799364,6
55.75132,37.786887,12
55.836524,37.575558,6
55.692972,37.728398,4
55.735986,37.467078,1
55.860529,37.436382,4
55.747024,37.680589,2
55.756741,37.62236,1
55.777201,37.517895,6
55.736807,37.618471,3
55.611577,37.603972,17
55.796167,37.715022,3
55.731546,37.666917,2
55.67691,37.505831,1
55.781757,37.633482,25
55.677671,37.562595,13
55.765747,37.6039,1
55.855644,37.354025,0
55.854891,37.476231,0
55.792513,37.636123,3
55.746228,37.681254,11
55.717366,37.793606,3
55.793313,37.588296,9
55.855558,37.653379,1
55.651552,37.598384,0
55.783195,37.719423,36
55.72668,37.625199,9
55.729828,37.472171,0
55.74906,37.581658,7
55.805042,37.514787,14
55.789198,37.6797,6
55.722761,37.562227,3
55.766299,37.636374,0
55.803691,37.403118,3
55.738784,37.548375,0
55.772315,37.632332,13
55.85051,37.439787,6
55.742433,37.653146,9
55.764455,37.605939,10
55.758808,37.61768,0
55.709211,37.732117,7
55.61873,37.505912,22
55.81866,37.574498,2
55.741125,37.626142,1
55.767939,37.621902,0
55.708841,37.622612,10
55.765276,37.636742,0
55.82708,37.437604,3
55.764273,37.561419,0
55.595883,37.600675,0
55.541825,37.531226,0
55.548034,37.554618,0
55.568838,37.576708,0
55.69244,37.534532,4
55.739519,37.483328,0
55.74597,37.514949,1
55.727232,37.580328,13
55.620982,37.669612,2
55.771616,37.620986,4
55.802988,37.744819,1
55.640538,37.606065,0
55.765843,37.608167,0
55.764794,37.638683,3
55.75593,37.659263,0
55.718821,37.607799,2
55.620982,37.743723,0
55.758255,37.751583,1
55.810228,37.798556,13
55.808827,37.463772,1
55.782066,37.705284,7
55.663146,37.482852,14
55.622436,37.609047,1
55.606182,37.5334,2
